Waterbody,Parameter,Impairment Status,Year,Include,Number of Samples,Number of detects,Number of Detects,Number of likely unflagged NDs,% of samples DL > CCC,CCC_e,CMC_e,D_e,min_e,max_e,CCC_ef,CMC_ef,D_ef
Hickey Run,PAH1,Remaining impairment,2013,,10,,3,0,0,0,0,0,0,0,0,0,0
Hickey Run,PAH2,Remaining impairment,2013,,8,,4,0,0,0,0,4,0,0,0,0,0.5
Hickey Run,PAH3,Remaining impairment,2013,,10,,0,0,0,0,0,0,0,0,0,0,0
Kingman Lake,Arsenic,Remaining impairment,2013,,4,,2,0,0,0,0,2,0,0,0,0,0.5
Kingman Lake,Copper,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,4,,4,0,950,0,0,0,0,0,0,0,0
Kingman Lake,Lead,Not impaired 2014,2013,,4,,4,0,1600,0,0,0,0,0,0,0,0
Kingman Lake,Zinc,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,4,,4,0,0,0,0,0,0,0,0,0,0
Kingman Lake,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,2,,0,0,150,0,0,0,0,0,0,0,0
Kingman Lake,DDE,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,2,,0,0,150,0,0,0,0,0,0,0,0
Kingman Lake,DDT,Remaining impairment,2013,,2,,1,0,150,1,0,1,0,0,0.5,0,0.5
Kingman Lake,Chlordane,Remaining impairment,2013,,2,,0,0,150,0,0,0,0,0,0,0,0
Kingman Lake,Dieldrin,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,2,,0,0,0,0,0,0,0,0,0,0,0
Kingman Lake,Heptachlor epoxide,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,2,,0,0,0,0,0,0,0,0,0,0,0
Kingman Lake,PAH1,Remaining impairment,2013,,10,,1,0,0,0,0,0,0,0,0,0,0
Kingman Lake,PAH2,Remaining impairment,2013,,8,,2,0,0,0,0,2,0,0,0,0,0.25
Kingman Lake,PAH3,Remaining impairment,2013,,10,,0,0,0,0,0,0,0,0,0,0,0
Klingle Valley Run,Arsenic,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Klingle Valley Run,Copper,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Klingle Valley Run,Lead,Not impaired ,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Klingle Valley Run,Zinc,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Klingle Valley Run,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Klingle Valley Run,DDE,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Klingle Valley Run,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Klingle Valley Run,Chlordane,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Klingle Valley Run,Dieldrin,Revised 2016,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Klingle Valley Run,Heptachlor epoxide,Revised 2016,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Klingle Valley Run,PAH1,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Klingle Valley Run,PAH2,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Klingle Valley Run,PAH3,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Luzon Branch,Arsenic,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Luzon Branch,Copper,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Luzon Branch,Lead,Not impaired ,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Luzon Branch,Zinc,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Luzon Branch,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Luzon Branch,DDE,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Luzon Branch,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Luzon Branch,Chlordane,Revised 2016,2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Luzon Branch,Dieldrin,Revised 2016,2013,,1,,1,0,0,0,0,1,0,0,0,0,1
Luzon Branch,Heptachlor epoxide,Revised 2016,2013,,1,,1,0,0,0,0,1,0,0,0,0,1
Luzon Branch,PAH1,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,5,,0,0,0,0,0,0,0,0,0,0,0
Luzon Branch,PAH2,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,4,,0,0,0,0,0,0,0,0,0,0,0
Luzon Branch,PAH3,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,5,,0,0,0,0,0,0,0,0,0,0,0
Melvin Hazen Valley Branch,Arsenic,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Melvin Hazen Valley Branch,Copper,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Melvin Hazen Valley Branch,Lead,Not impaired ,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Melvin Hazen Valley Branch,Zinc,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Melvin Hazen Valley Branch,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Melvin Hazen Valley Branch,DDE,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Melvin Hazen Valley Branch,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Melvin Hazen Valley Branch,Chlordane,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Melvin Hazen Valley Branch,Dieldrin,Revised 2016,2013,,1,,1,0,0,0,0,1,0,0,0,0,1
Melvin Hazen Valley Branch,Heptachlor epoxide,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Melvin Hazen Valley Branch,PAH1,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,5,,0,0,0,0,0,0,0,0,0,0,0
Melvin Hazen Valley Branch,PAH2,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,4,,0,0,0,0,0,0,0,0,0,0,0
Melvin Hazen Valley Branch,PAH3,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,5,,0,0,0,0,0,0,0,0,0,0,0
Nash Run,Arsenic,Remaining impairment,2013,,4,,3,0,0,0,0,3,0,0,0,0,0.75
Nash Run,Copper,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,4,,4,0,250,0,0,0,0,0,0,0,0
Nash Run,Lead,Not impaired 2014,2013,,4,,4,0,625,0,0,0,0,0,0,0,0
Nash Run,Zinc,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,4,,4,0,0,0,0,0,0,0,0,0,0
Nash Run,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,2,,0,0,150,0,0,0,0,0,0,0,0
Nash Run,DDE,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,2,,0,0,150,0,0,0,0,0,0,0,0
Nash Run,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,2,,0,0,150,0,0,0,0,0,0,0,0
Nash Run,Chlordane,Remaining impairment,2013,,2,,0,0,150,0,0,0,0,0,0,0,0
Nash Run,Dieldrin,Remaining impairment,2013,,2,,0,0,0,0,0,0,0,0,0,0,0
Nash Run,Heptachlor epoxide,Remaining impairment,2013,,2,,1,0,0,0,0,1,0,0,0,0,0.5
Nash Run,PAH1,Remaining impairment,2013,,10,,3,0,0,0,0,0,0,0,0,0,0
Nash Run,PAH2,Remaining impairment,2013,,8,,4,0,0,0,0,4,0,0,0,0,0.5
Nash Run,PAH3,Remaining impairment,2013,,10,,2,0,0,0,0,2,0,0,0,0,0.2
Normanstone Creek,Arsenic,Not impaired ,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Normanstone Creek,Copper,Not impaired ,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Normanstone Creek,Lead,Not impaired ,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Normanstone Creek,Zinc,Not impaired ,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Normanstone Creek,DDD,Not impaired 2014,2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Normanstone Creek,DDE,Not impaired 2014,2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Normanstone Creek,DDT,Not impaired 2014,2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Normanstone Creek,Chlordane,Not impaired 2014,2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Normanstone Creek,Dieldrin,Revised 2016,2013,,1,,1,0,0,0,0,1,0,0,0,0,1
Normanstone Creek,Heptachlor epoxide,Revised 2016,2013,,1,,1,0,0,0,0,1,0,0,0,0,1
Normanstone Creek,PAH1,Not impaired 2014,2013,,5,,0,0,0,0,0,0,0,0,0,0,0
Normanstone Creek,PAH2,Not impaired 2014,2013,,4,,0,0,0,0,0,0,0,0,0,0,0
Normanstone Creek,PAH3,Not impaired 2014,2013,,5,,0,0,0,0,0,0,0,0,0,0,0
Oxon Run,Arsenic,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,2,,1,0,0,0,0,1,0,0,0,0,0.5
Oxon Run,Copper,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,2,,2,0,1050,0,0,0,0,0,0,0,0
Oxon Run,Lead,Not impaired 2014,2013,,2,,2,0,1700,0,0,0,0,0,0,0,0
Oxon Run,Zinc,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,2,,2,0,0,0,0,0,0,0,0,0,0
Oxon Run,DDD,Not impaired ,2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Oxon Run,DDE,Not impaired ,2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Oxon Run,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Oxon Run,Chlordane,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Oxon Run,Dieldrin,Revised 2016,2013,,1,,1,0,0,0,0,1,0,0,0,0,1
Oxon Run,Heptachlor epoxide,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Oxon Run,PAH1,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,5,,0,0,0,0,0,0,0,0,0,0,0
Oxon Run,PAH2,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,4,,0,0,0,0,0,0,0,0,0,0,0
Oxon Run,PAH3,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,5,,0,0,0,0,0,0,0,0,0,0,0
Pinehurst Branch,Arsenic,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Pinehurst Branch,Copper,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Pinehurst Branch,Lead,Not impaired ,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Pinehurst Branch,Zinc,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Pinehurst Branch,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Pinehurst Branch,DDE,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Pinehurst Branch,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Pinehurst Branch,Chlordane,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Pinehurst Branch,Dieldrin,Revised 2016,2013,,1,,1,0,0,0,0,1,0,0,0,0,1
Pinehurst Branch,Heptachlor epoxide,Revised 2016,2013,,1,,1,0,0,0,0,1,0,0,0,0,1
Pinehurst Branch,PAH1,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,5,,0,0,0,0,0,0,0,0,0,0,0
Pinehurst Branch,PAH2,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,4,,0,0,0,0,0,0,0,0,0,0,0
Pinehurst Branch,PAH3,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,5,,0,0,0,0,0,0,0,0,0,0,0
Piney Branch,Arsenic,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,2,,0,0,0,0,0,0,0,0,0,0,0
Piney Branch,Copper,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,2,,2,0,500,0,0,0,0,0,0,0,0
Piney Branch,Lead,Not impaired 2014,2013,,2,,2,0,1200,0,0,0,0,0,0,0,0
Piney Branch,Zinc,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,2,,2,0,0,0,0,0,0,0,0,0,0
Piney Branch,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Piney Branch,DDE,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Piney Branch,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Piney Branch,Chlordane,Revised 2016,2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Piney Branch,Dieldrin,Revised 2016,2013,,1,,1,0,0,0,0,1,0,0,0,0,1
Piney Branch,Heptachlor epoxide,Revised 2016,2013,,1,,1,0,0,0,0,1,0,0,0,0,1
Piney Branch,PAH1,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,5,,0,0,0,0,0,0,0,0,0,0,0
Piney Branch,PAH2,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,4,,0,0,0,0,0,0,0,0,0,0,0
Piney Branch,PAH3,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,5,,0,0,0,0,0,0,0,0,0,0,0
Pope Branch,Arsenic,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Pope Branch,Copper,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Pope Branch,Lead,Not impaired 2014,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Pope Branch,Zinc,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Pope Branch,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,2,,0,0,150,0,0,0,0,0,0,0,0
Pope Branch,DDE,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,2,,0,0,150,0,0,0,0,0,0,0,0
Pope Branch,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,2,,0,0,150,0,0,0,0,0,0,0,0
Pope Branch,Chlordane,Remaining impairment,2013,,2,,1,0,150,1,0,1,0,0,0.5,0,0.5
Pope Branch,Dieldrin,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,2,,0,0,0,0,0,0,0,0,0,0,0
Pope Branch,Heptachlor epoxide,Remaining impairment,2013,,2,,2,0,0,0,0,2,0,0,0,0,1
Pope Branch,PAH1,Remaining impairment,2013,,10,,0,0,0,0,0,0,0,0,0,0,0
Pope Branch,PAH2,Remaining impairment,2013,,8,,0,0,0,0,0,0,0,0,0,0,0
Pope Branch,PAH3,Remaining impairment,2013,,10,,0,0,0,0,0,0,0,0,0,0,0
Portal Branch,Arsenic,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Portal Branch,Copper,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Portal Branch,Lead,Not impaired ,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Portal Branch,Zinc,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Portal Branch,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Portal Branch,DDE,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Portal Branch,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Portal Branch,Chlordane,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Portal Branch,Dieldrin,Revised 2016,2013,,1,,1,0,0,0,0,1,0,0,0,0,1
Portal Branch,Heptachlor epoxide,Revised 2016,2013,,1,,1,0,0,0,0,1,0,0,0,0,1
Portal Branch,PAH1,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,5,,0,0,0,0,0,0,0,0,0,0,0
Portal Branch,PAH2,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,4,,0,0,0,0,0,0,0,0,0,0,0
Portal Branch,PAH3,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,5,,0,0,0,0,0,0,0,0,0,0,0
Potomac Lower,Arsenic,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,Copper,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,Lead,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,Zinc,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,DDD,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,DDE,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,DDT,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,Chlordane,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,Dieldrin,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,Heptachlor epoxide,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,PAH1,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,PAH2,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,PAH3,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Middle,Arsenic,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Middle,Copper,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Middle,Lead,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Middle,Zinc,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Middle,DDD,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Middle,DDE,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Middle,DDT,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Middle,Chlordane,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Middle,Dieldrin,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Middle,Heptachlor epoxide,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Middle,PAH1,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Middle,PAH2,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Middle,PAH3,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Upper,Arsenic,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Upper,Copper,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Upper,Lead,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Upper,Zinc,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Upper,DDD,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Upper,DDE,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Upper,DDT,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Upper,Chlordane,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Upper,Dieldrin,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Upper,Heptachlor epoxide,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Upper,PAH1,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Upper,PAH2,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Upper,PAH3,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Lower,Arsenic,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Lower,Copper,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Lower,Lead,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Lower,Zinc,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Lower,DDD,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Lower,DDE,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Lower,DDT,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Lower,Chlordane,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Lower,Dieldrin,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Lower,Heptachlor epoxide,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Lower,PAH1,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Lower,PAH2,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Lower,PAH3,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Upper,Arsenic,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Upper,Copper,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Upper,Lead,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Upper,Zinc,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Upper,DDD,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Upper,DDE,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Upper,DDT,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Upper,Chlordane,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Upper,Dieldrin,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Upper,Heptachlor epoxide,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Upper,PAH1,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Upper,PAH2,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Upper,PAH3,,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Soapstone Creek,Arsenic,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Soapstone Creek,Copper,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Soapstone Creek,Lead,Not impaired ,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Soapstone Creek,Zinc,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Soapstone Creek,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Soapstone Creek,DDE,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Soapstone Creek,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Soapstone Creek,Chlordane,Revised 2016,2013,,1,,0,0,0,0,0,0,0,0,0,0,0
Soapstone Creek,Dieldrin,Revised 2016,2013,,1,,1,0,0,0,0,1,0,0,0,0,1
Soapstone Creek,Heptachlor epoxide,Revised 2016,2013,,1,,1,0,0,0,0,1,0,0,0,0,1
Soapstone Creek,PAH1,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,5,,0,0,0,0,0,0,0,0,0,0,0
Soapstone Creek,PAH2,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,4,,0,0,0,0,0,0,0,0,0,0,0
Soapstone Creek,PAH3,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,5,,0,0,0,0,0,0,0,0,0,0,0
Texas Avenue Tributary,Arsenic,Remaining impairment,2013,,4,,4,0,0,0,0,4,0,0,0,0,1
Texas Avenue Tributary,Copper,Not impaired 2014,2013,,4,,4,0,550,0,0,0,0,0,0,0,0
Texas Avenue Tributary,Lead,Not impaired 2014,2013,,4,,3,0,0,0,0,0,0,0,0,0,0
Texas Avenue Tributary,Zinc,Not impaired 2014,2013,,4,,4,0,0,0,0,0,0,0,0,0,0
Texas Avenue Tributary,DDD,Remaining impairment,2013,,2,,2,0,150,2,0,2,0,0,1,0,1
Texas Avenue Tributary,DDE,Remaining impairment,2013,,2,,1,0,150,0,0,1,0,0,0,0,0.5
Texas Avenue Tributary,DDT,Remaining impairment,2013,,2,,0,0,150,0,0,0,0,0,0,0,0
Texas Avenue Tributary,Chlordane,Remaining impairment,2013,,2,,1,0,150,1,0,1,0,0,0.5,0,0.5
Texas Avenue Tributary,Dieldrin,Remaining impairment,2013,,2,,2,0,0,0,0,2,0,0,0,0,1
Texas Avenue Tributary,Heptachlor epoxide,Remaining impairment,2013,,2,,1,0,0,0,0,1,0,0,0,0,0.5
Texas Avenue Tributary,PAH1,Remaining impairment,2013,,10,,0,0,0,0,0,0,0,0,0,0,0
Texas Avenue Tributary,PAH2,Remaining impairment,2013,,8,,0,0,0,0,0,0,0,0,0,0,0
Texas Avenue Tributary,PAH3,Remaining impairment,2013,,10,,0,0,0,0,0,0,0,0,0,0,0
Tidal Basin,Arsenic,Not impaired ,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Tidal Basin,Copper,Not impaired ,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Tidal Basin,Lead,Not impaired ,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Tidal Basin,Zinc,Not impaired ,2013,,0,,0,0,-,0,0,0,0,0,-,-,-
Tidal Basin,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,2,,0,0,0,0,0,0,0,0,0,0,0
Tidal Basin,DDE,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,2,,0,0,0,0,0,0,0,0,0,0,0
Tidal Basin,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",2013,,2,,0,0,0,0,0,0,0,0,0,0,0
